date,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
20110702,PM2.5,22,16,20,19,23,21,25,26,29,28,30,35,36,38,33,32,30,35,40,44,35,28,19,24
20110703,PM2.5,27,28,30,25,25,23,28,30,31,29,33,32,39,41,42,40,33,33,37,31,30,27,32,25
20110704,PM2.5,16,17,25,29,23,22,20,26,29,27,29,28,33,29,37,41,47,31,29,22,28,27,26,22
20110705,PM2.5,15,13,20,18,21,20,20,23,29,37,34,33,37,47,43,42,36,39,43,41,37,27,28,26
20110706,PM2.5,20,24,19,16,8,20,25,31,31,42,45,48,50,51,51,53,48,38,28,26,27,26,18,23
20110707,PM2.5,19,27,22,25,19,17,12,20,32,46,55,61,59,55,40,38,36,37,38,36,41,38,34,33
20110708,PM2.5,27,30,23,19,20,23,26,36,36,38,29,24,26,27,33,42,40,44,31,38,31,32,25,27
20110709,PM2.5,31,28,26,26,33,40,36,43,33,30,19,26,30,34,27,27,28,27,26,22,35,43,51,44
20110710,PM2.5,36,35,34,38,34,36,34,37,38,33,37,36,41,32,21,18,18,22,16,16,16,20,17,18
20110711,PM2.5,19,16,20,18,22,16,10,14,19,22,20,19,19,19,16,16,16,15,11,10,8,7,8,6
20110712,PM2.5,13,10,19,19,17,17,12,16,18,23,29,21,17,10,14,15,18,17,17,15,15,20,21,21
20110713,PM2.5,13,9,9,10,12,11,11,10,17,22,27,27,29,26,23,19,23,17,16,17,26,32,24,24
20110714,PM2.5,18,22,18,12,10,8,8,14,21,27,,24,26,27,30,21,22,16,18,12,13,6,13,14
20110715,PM2.5,18,12,15,14,12,3,5,11,21,17,22,21,28,25,28,26,21,19,13,17,13,18,16,16
20110716,PM2.5,18,15,17,10,13,12,15,13,8,13,16,31,26,33,25,34,24,23,15,14,8,11,17,17
20110717,PM2.5,15,8,7,8,7,12,8,13,14,18,20,15,15,15,20,20,17,17,17,16,15,19,20,19
20110718,PM2.5,14,14,13,10,11,10,15,14,18,21,21,22,21,23,27,26,22,20,16,18,14,11,11,10
20110719,PM2.5,13,13,15,13,10,12,15,28,34,41,43,41,50,53,57,45,43,37,33,26,24,23,19,14
20110720,PM2.5,12,17,18,24,21,32,29,26,27,26,30,17,24,17,28,25,25,19,11,16,14,16,17,18
20110721,PM2.5,16,18,22,22,18,14,17,15,17,20,26,29,31,29,27,32,30,30,27,22,23,16,13,8
20110722,PM2.5,9,18,13,13,8,17,17,18,18,25,32,42,44,39,32,30,31,29,24,28,30,32,27,16
20110723,PM2.5,15,18,23,20,18,22,26,24,25,27,32,28,27,35,42,43,33,28,28,27,33,31,28,18
20110724,PM2.5,21,27,29,26,20,19,22,23,30,31,33,30,27,31,37,39,37,34,36,28,24,20,26,31
20110725,PM2.5,32,34,33,29,28,22,29,27,38,37,44,47,55,54,56,51,50,49,40,39,28,32,34,31
20110726,PM2.5,31,26,33,24,23,14,24,25,29,29,33,46,54,57,47,30,18,15,13,15,13,11,15,18
20110727,PM2.5,20,16,15,15,12,9,8,7,7,10,11,17,14,20,19,18,16,13,16,15,9,11,9,14
20110728,PM2.5,15,17,14,8,9,7,12,12,18,17,22,,26,30,19,14,10,13,13,12,12,15,10,15
20110729,PM2.5,6,15,11,16,10,7,8,10,20,22,20,19,19,33,40,42,32,24,19,22,20,21,17,19
20110730,PM2.5,15,14,14,15,14,12,19,18,29,33,39,39,46,45,42,29,27,19,18,22,20,18,11,14
20110731,PM2.5,15,14,11,9,14,11,10,9,25,43,48,45,46,41,35,18,22,24,28,20,15,7,11,9
20110801,PM2.5,9,2,3,6,8,16,18,22,24,34,42,37,35,26,24,17,16,14,12,10,8,11,10,13
20110802,PM2.5,8,8,9,7,10,9,13,13,29,43,53,47,40,41,36,32,22,18,18,12,18,15,18,14
20110803,PM2.5,13,13,11,13,10,18,19,26,29,41,54,58,61,62,53,40,28,28,20,15,11,12,13,19
20110804,PM2.5,24,24,17,8,11,12,14,22,34,44,42,37,27,23,17,28,22,21,16,22,27,26,25,23
20110805,PM2.5,25,19,19,13,14,15,26,25,21,15,16,20,19,20,18,22,24,24,20,18,22,27,25,22
20110806,PM2.5,16,19,17,15,11,15,21,20,21,21,31,33,37,32,31,33,33,33,37,43,42,36,36,38
20110807,PM2.5,36,34,27,27,20,25,19,27,23,32,31,38,39,37,41,36,35,24,26,29,36,39,40,37
20110808,PM2.5,29,24,22,19,21,18,18,16,31,34,46,42,,44,39,33,26,18,17,21,19,24,21,22
20110809,PM2.5,19,14,15,13,11,9,13,20,30,27,31,21,24,22,20,21,19,27,22,24,19,22,20,19
20110810,PM2.5,15,14,13,17,13,12,4,5,16,24,38,36,33,26,22,26,22,22,18,16,18,17,16,13
20110811,PM2.5,14,12,10,6,14,9,13,9,20,26,28,29,35,39,30,18,14,14,20,22,25,22,15,15
20110812,PM2.5,11,11,9,12,11,12,10,17,21,25,33,31,36,35,40,39,24,15,12,24,22,22,21,26
20110813,PM2.5,19,8,7,6,9,9,13,14,14,20,31,27,28,27,36,32,27,33,39,43,41,37,29,24
20110814,PM2.5,19,20,12,11,7,15,20,26,27,32,44,46,39,23,29,35,44,38,36,44,36,39,27,28
20110815,PM2.5,27,20,27,,,,,29,27,36,57,,60,35,37,36,43,38,37,39,41,36,31,30
20110816,PM2.5,23,24,19,15,16,15,22,21,28,26,28,19,16,25,28,25,33,31,37,30,31,31,28,27
20110817,PM2.5,21,23,20,24,21,21,18,16,25,23,33,28,26,30,34,46,40,38,38,29,33,32,39,35
20110818,PM2.5,27,30,19,17,11,18,24,27,29,29,30,36,40,47,43,44,43,44,48,48,41,32,19,19
20110819,PM2.5,19,19,19,14,10,14,18,26,30,35,37,37,34,27,15,11,12,14,21,21,22,19,20,19
20110820,PM2.5,15,15,11,12,9,17,16,23,22,37,37,41,42,49,54,59,58,53,37,32,23,28,16,15
20110821,PM2.5,7,9,17,19,24,20,21,22,38,51,61,56,55,50,44,42,39,37,33,32,32,26,20,17
20110822,PM2.5,17,12,14,9,17,14,18,14,22,32,50,58,60,65,60,64,61,65,60,56,56,49,45,34
20110823,PM2.5,29,25,20,20,20,30,38,39,41,41,,,,48,63,64,71,64,57,51,50,53,47,31
20110824,PM2.5,24,16,16,12,14,14,16,18,32,33,33,35,39,35,48,35,32,26,25,22,15,17,16,20
20110825,PM2.5,14,7,5,4,9,9,13,18,19,19,16,15,16,13,18,14,20,17,21,21,19,18,20,19
20110826,PM2.5,15,9,8,15,15,16,14,18,21,24,22,24,16,13,5,13,16,18,14,14,18,14,6,2
20110827,PM2.5,4,12,10,8,6,6,6,8,9,15,13,12,6,5,9,9,11,12,16,16,11,17,18,18
20110828,PM2.5,10,5,5,3,6,7,9,10,15,16,17,14,12,9,6,5,6,10,13,16,15,13,15,11
20110829,PM2.5,12,3,4,3,6,8,12,20,16,17,11,13,10,14,12,15,13,13,11,4,11,13,17,14
20110830,PM2.5,7,3,3,3,6,5,14,17,24,28,38,35,27,20,18,24,22,22,20,22,24,16,16,12
20110831,PM2.5,17,8,14,7,9,8,12,13,14,21,27,28,25,30,32,30,28,29,34,28,27,23,28,17
20110901,PM2.5,19,11,19,15,20,16,18,11,16,29,60,61,59,41,43,39,35,31,28,31,30,30,28,29
20110902,PM2.5,26,21,19,24,22,29,26,35,36,45,53,53,51,44,31,27,19,34,37,43,38,37,36,32
20110903,PM2.5,33,27,28,25,26,31,28,31,37,46,56,53,58,66,76,76,71,78,85,91,88,80,73,68
20110904,PM2.5,70,69,61,54,46,45,43,50,55,69,77,76,70,70,84,84,87,82,85,86,72,71,68,76
20110905,PM2.5,77,74,73,70,67,62,54,50,57,58,59,48,43,42,38,35,27,30,24,26,21,23,19,13
20110906,PM2.5,15,21,22,24,23,22,20,15,19,21,22,30,31,41,39,44,45,45,44,40,40,36,37,38
20110907,PM2.5,41,39,34,31,37,41,41,37,44,54,68,77,76,76,58,53,42,41,40,42,47,49,53,50
20110908,PM2.5,51,52,47,45,38,47,49,57,60,75,80,88,89,92,101,88,86,65,62,60,61,60,54,55
20110909,PM2.5,56,52,47,44,40,46,38,42,,,,,42,10,12,19,19,37,34,30,31,29,33,32
20110910,PM2.5,30,25,17,23,21,30,24,24,22,26,30,33,29,34,29,30,10,11,20,26,29,24,16,16
20110911,PM2.5,18,21,20,20,17,12,15,16,18,16,17,16,19,19,26,22,25,18,22,21,23,21,23,26
20110912,PM2.5,22,22,19,22,24,25,22,21,21,19,15,9,16,15,21,17,20,14,20,16,21,14,14,14
20110913,PM2.5,15,14,8,13,12,10,7,13,18,21,18,21,18,21,23,23,16,14,12,17,15,16,14,14
20110914,PM2.5,16,17,16,17,14,11,7,14,15,15,14,24,21,17,7,16,15,20,18,21,21,15,18,14
20110915,PM2.5,18,13,14,11,13,12,16,16,15,15,13,18,20,,25,21,17,22,23,18,16,15,20,17
20110916,PM2.5,13,16,13,13,17,19,23,20,25,26,26,30,27,26,18,24,26,27,27,27,28,22,20,20
20110917,PM2.5,21,21,21,24,27,26,27,23,26,27,29,29,25,25,25,25,29,21,21,20,32,24,26,22
20110918,PM2.5,28,19,18,20,26,22,18,13,18,31,34,44,35,42,37,37,32,30,24,21,15,19,15,17
20110919,PM2.5,18,21,24,24,25,15,14,16,28,29,28,21,27,26,34,38,44,46,44,47,51,44,35,30
20110920,PM2.5,33,37,40,48,44,39,29,36,36,40,37,41,41,39,39,35,38,37,39,38,35,32,32,33
20110921,PM2.5,37,34,27,26,33,34,35,37,37,42,40,50,43,37,33,37,49,57,57,48,34,40,39,40
20110922,PM2.5,32,36,43,45,42,42,45,45,48,49,54,62,53,52,37,42,36,32,33,38,40,31,32,32
20110923,PM2.5,30,24,15,24,21,19,17,17,28,21,21,10,21,22,31,23,28,23,24,21,26,23,25,18
20110924,PM2.5,18,11,8,9,14,19,17,14,9,12,13,18,17,18,18,16,20,25,21,20,21,23,17,11
20110925,PM2.5,12,12,10,11,15,18,14,10,9,11,12,9,12,11,14,17,20,20,17,17,15,17,12,13
20110926,PM2.5,6,6,7,14,15,14,15,14,13,15,,19,23,15,17,14,22,24,23,22,18,16,11,7
20110927,PM2.5,9,13,16,12,16,12,17,10,15,13,12,13,13,13,11,13,11,8,5,8,9,7,10,9
20110928,PM2.5,17,11,12,5,16,12,18,9,23,16,15,4,11,14,19,12,20,19,21,18,16,19,14,11
20110929,PM2.5,11,10,9,7,10,15,19,18,23,21,24,29,52,61,68,56,53,45,51,52,60,49,43,31
20110930,PM2.5,36,43,52,48,46,47,47,50,52,56,50,52,46,54,40,39,28,24,16,11,18,16,15,8
20111001,PM2.5,10,8,4,6,11,20,16,14,9,14,11,11,11,19,16,17,13,16,20,17,23,19,22,15
20111002,PM2.5,10,15,20,25,26,24,21,22,22,26,17,15,17,18,18,14,18,24,22,16,14,10,21,13
20111003,PM2.5,21,15,17,13,17,20,23,16,14,8,6,2,2,7,16,13,18,15,22,13,7,3,7,6
20111004,PM2.5,9,5,11,8,10,6,9,15,19,20,18,17,20,17,23,22,25,23,21,19,13,11,11,8
20111005,PM2.5,7,3,6,4,8,11,14,12,8,12,,22,23,20,20,22,22,26,23,27,21,27,20,23
20111006,PM2.5,18,19,15,16,20,19,16,18,26,28,24,20,22,27,29,30,30,37,35,31,26,22,25,23
20111007,PM2.5,24,16,18,18,22,18,21,16,14,11,20,20,21,14,19,16,19,20,23,28,40,38,38,26
20111008,PM2.5,31,28,31,35,45,48,49,42,39,35,36,29,34,44,59,59,50,53,57,68,63,68,67,63
20111009,PM2.5,56,53,64,62,62,56,55,49,48,47,44,28,22,12,12,8,11,17,17,18,16,15,12,5
20111010,PM2.5,3,7,8,11,7,9,11,13,16,17,17,14,17,12,15,14,13,13,8,20,24,23,18,11
20111011,PM2.5,8,8,7,12,11,11,12,12,14,16,15,15,15,14,,17,15,17,20,17,15,6,11,9
20111012,PM2.5,11,11,9,13,10,13,12,18,16,19,16,20,24,20,16,8,10,18,20,25,22,23,16,12
20111013,PM2.5,9,10,9,19,14,21,11,18,14,18,21,25,28,30,29,16,12,15,17,25,21,30,16,18
20111014,PM2.5,7,15,11,12,2,10,19,25,20,24,28,40,39,42,31,29,22,27,26,32,25,31,22,24
20111015,PM2.5,21,22,25,21,25,28,32,41,39,51,53,52,51,48,60,68,75,82,84,85,81,73,72,64
20111016,PM2.5,53,48,49,51,49,49,53,56,45,46,34,39,34,40,35,29,23,32,42,49,45,35,36,34
20111017,PM2.5,37,41,41,40,36,41,48,40,42,34,36,29,32,34,34,32,33,34,36,35,41,48,52,48
20111018,PM2.5,36,33,30,40,40,42,40,39,43,49,50,43,40,45,41,37,36,48,57,49,39,26,31,33
20111019,PM2.5,35,26,23,18,16,9,9,12,17,19,16,17,8,17,16,23,14,16,20,25,25,18,18,19
20111020,PM2.5,27,24,24,12,18,17,26,25,27,32,32,23,19,18,28,30,26,25,27,30,30,22,16,17
20111021,PM2.5,14,20,11,8,8,10,23,20,26,27,32,30,19,15,21,26,27,27,35,36,42,31,35,21
20111022,PM2.5,28,23,27,23,22,23,20,24,20,27,26,33,26,19,19,23,26,25,24,28,29,30,26,18
20111023,PM2.5,12,14,16,13,16,15,22,23,28,27,26,21,17,15,14,25,21,23,24,23,25,18,22,22
20111024,PM2.5,19,13,11,10,14,14,13,15,18,32,41,51,49,43,35,36,29,35,28,29,14,14,17,25
20111025,PM2.5,30,32,30,25,19,17,13,20,19,15,14,16,21,17,19,26,24,26,23,34,30,23,17,20
20111026,PM2.5,25,20,16,10,8,7,5,4,7,18,16,17,12,14,15,11,12,10,8,10,15,28,22,19
20111027,PM2.5,10,12,13,8,11,15,22,17,12,7,11,14,23,,,33,25,16,16,22,27,26,20,19
20111028,PM2.5,21,17,13,10,12,,,,25,28,20,17,15,8,3,7,14,22,18,21,23,22,17,7
20111029,PM2.5,15,10,14,12,17,17,14,18,25,26,31,35,46,36,30,19,21,19,23,25,27,24,21,23
20111030,PM2.5,24,25,22,29,25,25,17,29,36,37,31,32,32,27,22,26,27,29,26,31,29,27,21,19
20111031,PM2.5,18,23,19,29,19,19,16,33,44,37,28,20,30,23,19,12,14,23,24,30,26,28,29,26
20111101,PM2.5,19,11,6,11,12,18,15,19,22,24,24,19,15,14,18,22,19,19,14,17,15,18,16,12
20111102,PM2.5,12,12,11,14,10,13,11,18,18,18,12,12,9,11,5,11,10,14,14,11,6,6,9,13
20111103,PM2.5,11,15,13,13,7,3,5,9,27,26,25,16,17,20,15,16,12,20,18,18,7,5,3,13
20111104,PM2.5,14,15,10,7,13,10,18,10,11,6,6,7,4,12,11,16,9,8,7,12,16,16,17,22
20111105,PM2.5,18,16,12,17,28,38,48,34,30,24,34,27,25,15,25,41,51,49,40,33,19,32,46,57
20111106,PM2.5,35,29,28,26,17,8,8,14,23,20,11,5,11,13,18,15,21,16,18,24,26,21,15,12
20111107,PM2.5,13,8,12,10,7,,,,8,11,11,9,10,15,,,18,13,16,19,21,18,14,12
20111108,PM2.5,5,4,4,6,8,9,9,7,8,13,15,24,19,22,13,15,13,12,10,8,10,13,14,11
20111109,PM2.5,8,14,14,11,2,5,7,9,6,4,,,,20,11,7,15,23,24,12,18,,,
20111110,PM2.5,16,13,11,5,9,6,15,9,,,,10,10,7,8,13,16,20,20,26,,,,25
20111111,PM2.5,20,19,21,21,20,28,28,23,18,9,22,18,27,26,30,32,20,20,8,8,,,,5
20111112,PM2.5,12,12,9,5,15,18,16,38,35,35,19,,,,,,19,0,3,9,19,20,24,17
20111113,PM2.5,20,12,15,11,8,5,5,6,11,11,16,8,7,6,13,14,3,6,7,11,11,16,15,18
20111114,PM2.5,12,14,14,16,14,11,16,18,28,39,46,49,51,55,61,60,69,73,86,91,98,99,98,92
20111115,PM2.5,86,75,73,76,81,76,67,60,55,40,33,25,22,16,13,11,10,8,12,12,20,16,17,14
20111116,PM2.5,19,18,12,15,17,19,17,15,13,17,,20,20,24,25,26,18,21,16,13,13,12,18,17
20111117,PM2.5,20,13,12,12,11,6,10,10,19,12,12,16,12,20,17,17,11,9,12,15,10,14,18,29
20111118,PM2.5,24,24,17,15,9,6,8,14,23,38,41,53,49,51,56,75,84,71,51,47,36,35,20,20
20111119,PM2.5,15,11,11,3,5,3,2,10,14,21,16,19,17,19,20,17,12,6,6,16,20,26,24,33
20111120,PM2.5,27,24,16,19,27,22,29,30,39,35,35,35,32,34,35,42,36,27,23,29,36,42,29,28
20111121,PM2.5,29,34,28,24,23,26,26,26,28,21,23,26,25,23,17,20,15,8,12,12,17,14,17,19
20111122,PM2.5,17,13,10,7,11,8,13,10,14,15,16,18,18,15,12,11,11,21,17,22,17,20,22,17
20111123,PM2.5,19,15,21,14,13,6,11,16,19,17,17,19,16,,18,25,44,51,48,50,47,54,55,58
20111124,PM2.5,55,52,52,60,59,60,55,52,45,40,37,38,30,25,16,15,13,11,13,9,16,11,14,8
20111125,PM2.5,16,15,12,12,10,20,13,10,11,11,21,22,26,21,17,16,13,10,8,8,3,10,8,11
20111126,PM2.5,6,13,14,14,11,20,17,16,14,14,15,10,12,9,14,13,11,7,5,9,8,9,13,17
20111127,PM2.5,25,19,17,13,16,17,16,17,17,17,17,15,12,16,16,17,8,5,10,13,17,15,14,16
20111128,PM2.5,15,17,14,12,14,7,5,7,16,19,20,24,28,27,,27,20,23,20,24,22,19,17,13
20111129,PM2.5,14,12,13,6,9,9,13,12,13,19,21,16,11,15,18,19,18,14,5,9,9,9,10,15
20111130,PM2.5,20,13,15,10,7,6,9,13,10,13,18,21,19,16,16,17,14,13,14,18,21,22,19,11
20111201,PM2.5,5,4,5,7,4,7,7,13,9,10,8,12,16,13,10,12,11,12,5,10,12,20,16,19
20111202,PM2.5,12,23,20,28,21,23,22,23,25,31,31,34,26,27,26,25,24,19,28,26,26,16,24,20
20111203,PM2.5,27,23,31,30,37,37,40,29,30,42,43,43,32,40,51,57,59,49,43,43,45,40,34,36
20111204,PM2.5,43,52,45,45,41,42,32,37,35,40,31,40,40,44,32,33,32,37,33,24,24,27,34,28
20111205,PM2.5,24,26,25,21,13,13,14,15,15,19,18,19,19,15,19,16,24,18,18,14,14,11,6,11
20111206,PM2.5,14,14,8,4,8,7,6,7,8,12,14,10,11,12,12,7,3,10,18,15,14,8,8,5
20111207,PM2.5,2,5,11,11,11,9,16,16,14,11,15,11,14,41,64,81,62,41,20,15,11,11,14,20
20111208,PM2.5,23,21,15,9,6,15,20,17,9,7,10,11,17,11,18,8,17,16,18,13,8,8,10,11
20111209,PM2.5,13,9,13,10,18,14,18,15,17,13,14,10,7,11,14,22,15,16,14,12,10,7,5,9
20111210,PM2.5,11,14,11,10,9,11,19,18,18,16,17,13,7,4,11,12,15,17,19,19,14,18,20,27
20111211,PM2.5,30,38,34,35,36,44,46,41,35,33,26,31,31,35,33,36,36,34,24,20,14,13,9,9
20111212,PM2.5,10,10,9,9,10,14,9,8,13,15,27,20,20,18,20,22,22,15,17,10,16,17,20,23
20111213,PM2.5,20,15,15,15,15,21,29,37,28,30,33,36,35,,62,40,37,34,43,41,31,27,27,31
20111214,PM2.5,26,27,26,29,29,33,27,28,28,33,30,31,28,16,,16,32,34,26,30,19,26,22,29
20111215,PM2.5,22,25,17,21,10,23,25,40,41,51,52,53,44,44,35,20,24,34,28,21,25,17,24,13
20111216,PM2.5,15,10,15,18,22,23,21,19,15,16,10,15,12,15,14,19,27,25,26,27,28,30,27,29
20111217,PM2.5,25,31,26,27,19,22,20,19,19,26,33,35,29,28,28,31,30,30,24,23,17,20,21,16
20111218,PM2.5,17,9,18,18,19,14,13,19,22,16,13,11,15,15,16,11,15,14,20,13,15,14,13,17
20111219,PM2.5,17,23,17,15,12,11,17,19,24,17,10,17,17,22,13,15,17,20,20,20,18,20,21,23
20111220,PM2.5,23,24,20,14,13,12,17,14,16,19,22,27,18,21,13,17,18,19,20,19,18,27,29,32
20111221,PM2.5,20,15,10,14,14,15,12,9,13,14,14,21,21,24,12,11,13,13,16,19,23,18,20,16
20111222,PM2.5,15,12,10,14,10,20,20,34,32,44,37,42,38,37,51,56,67,53,47,39,39,40,40,39
20111223,PM2.5,37,32,24,20,19,17,13,13,17,15,5,13,15,27,18,16,8,9,16,16,16,11,15,12
20111224,PM2.5,12,7,13,13,19,21,29,36,37,37,40,42,51,54,58,53,56,56,55,47,49,49,50,41
20111225,PM2.5,42,41,45,45,40,39,27,34,24,26,15,23,24,22,16,24,25,28,20,19,21,22,33,29
20111226,PM2.5,30,23,22,27,27,37,38,48,45,42,38,42,41,44,51,52,47,41,37,33,35,32,36,29
20111227,PM2.5,33,34,28,23,18,23,25,26,27,27,32,32,30,30,23,26,21,18,19,16,23,22,28,26
20111228,PM2.5,28,24,23,14,12,14,16,18,17,23,25,39,47,50,45,31,27,25,36,42,41,37,35,40
20111229,PM2.5,36,32,22,16,11,8,11,18,17,19,,,,,20,27,24,24,31,33,36,27,23,18
20111230,PM2.5,20,21,16,16,17,18,18,23,31,34,17,21,28,29,28,31,30,36,33,34,30,27,31,26
20111231,PM2.5,28,23,30,30,31,20,21,20,19,16,17,24,26,26,24,25,26,23,24,23,29,23,26,31
